身份证	身份证 🪪
尼泊尔	尼泊尔 🇳🇵
Nepal	Nepal 🇳🇵
瑙鲁	瑙鲁 🇳🇷
Nauru	Nauru 🇳🇷
新西兰	新西兰 🇳🇿
阿曼	阿曼 🇴🇲
Oman	Oman 🇴🇲
巴拿马	巴拿马 🇵🇦
Panama	Panama 🇵🇦
秘鲁	秘鲁 🇵🇪
Peru	Peru 🇵🇪
菲律宾	菲律宾 🇵🇭
Philippines	Philippines 🇵🇭
巴基斯坦	巴基斯坦 🇵🇰
Pakistan	Pakistan 🇵🇰
波兰	波兰 🇵🇱
Poland	Poland 🇵🇱
葡萄牙	葡萄牙 🇵🇹
Portugal	Portugal 🇵🇹
巴拉圭	巴拉圭 🇵🇾
Paraguay	Paraguay 🇵🇾
卡塔尔	卡塔尔 🇶🇦
Qatar	Qatar 🇶🇦
罗马尼亚	罗马尼亚 🇷🇴
Romania	Romania 🇷🇴
塞尔维亚	塞尔维亚 🇷🇸
Serbia	Serbia 🇷🇸
俄罗斯	俄罗斯 🇷🇺
Russia	Russia 🇷🇺
俄国	俄国 🇷🇺
卢旺达	卢旺达 🇷🇼
Rwanda	Rwanda 🇷🇼
苏丹	苏丹 🇸🇩
Sudan	Sudan 🇸🇩
瑞典	瑞典 🇸🇪
Sweden	Sweden 🇸🇪
新加坡	新加坡 🇸🇬
Singapore	Singapore 🇸🇬
斯洛文尼亚	斯洛文尼亚 🇸🇮
Slovenia	Slovenia 🇸🇮
斯洛伐克	斯洛伐克 🇸🇰
Slovakia	Slovakia 🇸🇰
塞内加尔	塞内加尔 🇸🇳
Senegal	senegal 🇸🇳
索马里	索马里 🇸🇴
Somalia	Somalia 🇸🇴
叙利亚	叙利亚 🇸🇾
Syria	Syria 🇸🇾
斯威士兰	斯威士兰 🇸🇿
Swaziland	Swaziland 🇸🇿
乍得	乍得 🇹🇩
Chad	Chad 🇹🇩
多哥	多哥 🇹🇬
Togo	Togo 🇹🇬
泰国	泰国 🇹🇭
Thailand	Thailand 🇹🇭
东帝汶	东帝汶 🇹🇱
塔吉克斯坦	塔吉克斯坦 🇹🇯
Tajikistan	Tajikistan 🇹🇯
土库曼斯坦	土库曼斯坦 🇹🇲
Turkmenistan	Turkmenistan 🇹🇲
突尼斯	突尼斯 🇹🇳
Tunisia	Tunisia 🇹🇳
土耳其	土耳其 🇹🇷
Turkey	Turkey 🇹🇷
台湾	台湾 🇹🇼
坦桑尼亚	坦桑尼亚 🇹🇿
Tanzania	Tanzania 🇹🇿
乌克兰	乌克兰 🇺🇦
Ukraine	Ukraine 🇺🇦
乌干达	乌干达 🇺🇬
Uganda	Uganda 🇺🇬
联合国	联合国 🇺🇳
美国	美国 🇺🇸 美利坚合众国
乌拉圭	乌拉圭 🇺🇾
Uruguay	Uruguay 🇺🇾
乌兹别克斯坦	乌兹别克斯坦 🇺🇿
Uzbekistan	Uzbekistan 🇺🇿
梵蒂冈	梵蒂冈 🇻🇦
Vatican	Vatican 🇻🇦
委内瑞拉	委内瑞拉 🇻🇪
Venezuela	Venezuela 🇻🇪
越南	越南 🇻🇳
Vietnam	Vietnam 🇻🇳
萨摩亚	萨摩亚 🇼🇸
Samoa	Samoa 🇼🇸
科索沃	科索沃 🇽🇰
Kosovo	Kosovo 🇽🇰
也门	也门 🇾🇪
Yemen	Yemen 🇾🇪
南非	南非 🇿🇦
赞比亚	赞比亚 🇿🇲
Zambia	Zambia 🇿🇲
津巴布韦	津巴布韦 🇿🇼
Zimbabwe	Zimbabwe 🇿🇼
